ID,property_scope,availability,location,size,total_sqft,bath,balcony,buying or not buying,BER,Renovation needed,price-per-sqft-$
11298,Land Parcel,Ready To Move,Fingal,3 Bedroom,1600,4,1,No,F,Yes,851.25
11299,Constructed Space,Ready To Move,DCC,3 BED,1500,3,2,No,A,No,1021.5
11300,Land Parcel,Ready To Move,Other,2 Bedroom,1120,2,0,No,F,Yes,608.0357143
11301,Land Parcel,Ready To Move,South Dublin,3 Bedroom,1200,4,1,No,B,Maybe,2270
11302,Extended Coverage,18-Dec,Fingal,2 BED,1030,2,1,No,F,Yes,512.4029126
11303,Constructed Space,Ready To Move,South Dublin,6 Bedroom,2500,6,1,Yes,C,Maybe,399.52
11304,Extended Coverage,Ready To Move,South Dublin,2 BED,1057,2,1,No,E,Yes,375.8278146
11305,Extended Coverage,18-Dec,Fingal,4 BED,2774,4,3,Yes,B,Maybe,851.0454218
11306,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1460,2,2,No,F,Yes,299.2979452
11307,Extended Coverage,Ready To Move,DCC,2 BED,1075,2,1,Yes,F,Yes,566.972093
11308,Extended Coverage,Ready To Move,DCC,3 BED,1080,2,1,No,A,No,630.5555556
11309,Extended Coverage,19-Dec,South Dublin,4 BED,3626,5,3,Yes,G,Yes,2466.574738
11310,Extended Coverage,Ready To Move,Other,6 BED,5100,7,,No,F,Yes,500.7352941
11311,Extended Coverage,Ready To Move,South Dublin,2 BED,1139.7,2,1,No,G,Yes,448.1442485
11312,Extended Coverage,18-Jun,Dun Laoghaire,2 BED,1074,2,1,No,G,Yes,452.3081937
11313,Land Parcel,18-Jul,Dun Laoghaire,2 Bedroom,1200,2,1,No,E,Yes,436.3125
11314,Extended Coverage,Ready To Move,Dun Laoghaire,4 BED,2425,5,1,Yes,B,Maybe,819.0721649
11315,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1323,2,2,No,E,Yes,634.8450491
11316,Extended Coverage,18-Aug,Fingal,2 BED,1232,2,1,No,B,Maybe,641.2930195
11317,Extended Coverage,Ready To Move,Fingal,2 BED,900,2,1,No,E,Yes,504.4444444
11318,Extended Coverage,Ready To Move,South Dublin,1 BED,740,1,1,No,D,Yes,362.7391892
11319,Extended Coverage,18-Dec,Dun Laoghaire,3 BED,1920,3,2,No,G,Yes,792.1354167
11320,Land Parcel,Ready To Move,Fingal,1 Bedroom,38Guntha,1,0,No,C,Maybe,
11321,Extended Coverage,Ready To Move,Fingal,3 BED,1550,3,2,No,D,Yes,702.9677419
11322,Extended Coverage,Ready To Move,South Dublin,3 BED,1588,2,3,No,C,Maybe,643.2619647
11323,Constructed Space,Ready To Move,Fingal,3 Bedroom,2300,4,1,No,A,No,1184.347826
11324,Constructed Space,Ready To Move,Fingal,9 Bedroom,3600,8,2,No,B,Maybe,520.2083333
11325,Constructed Space,Ready To Move,Fingal,2 BED,1308,2,1,No,C,Maybe,746.2538226
11326,Extended Coverage,Ready To Move,DCC,3 BED,1340,2,2,No,F,Yes,459.6746269
11327,Land Parcel,Ready To Move,South Dublin,10 Bedroom,3280,9,3,Yes,G,Yes,1557.164634
11328,Constructed Space,Ready To Move,Fingal,4 BED,2170,3,2,No,G,Yes,1386.059908
11329,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1719,3,2,No,E,Yes,891.3612565
11330,Extended Coverage,Ready To Move,Fingal,2 BED,1107.83,2,1,No,A,No,425.280052
11331,Land Parcel,18-Jul,Dun Laoghaire,2 Bedroom,1200,2,1,Yes,C,Maybe,433.57
11332,Constructed Space,18-Dec,Dun Laoghaire,1 BED,1090,2,1,Yes,B,Maybe,327.7963303
11333,Land Parcel,Ready To Move,Fingal,5 Bedroom,1500,5,2,Yes,A,No,1589
11334,Extended Coverage,18-Dec,DCC,3 BED,1660,3,2,Yes,D,Yes,711.0843373
11335,Extended Coverage,Ready To Move,South Dublin,2 BED,1247,2,1,Yes,A,No,533.0040096
11336,Extended Coverage,18-May,Dun Laoghaire,3 BED,1595,3,2,No,G,Yes,683.1347962
11337,Extended Coverage,Ready To Move,DCC,2 BED,1175,2,2,No,G,Yes,482.9787234
11338,Land Parcel,Ready To Move,Fingal,8 Bedroom,1200,8,,No,C,Maybe,1276.875
11339,Extended Coverage,Ready To Move,Fingal,2 BED,1184,2,1,No,D,Yes,747.7195946
11340,Extended Coverage,Ready To Move,Fingal,2 BED,1100,2,2,Yes,G,Yes,567.5
11341,Land Parcel,18-Apr,South Dublin,2 Bedroom,935,2,0,Yes,G,Yes,946.8449198
11342,Constructed Space,Ready To Move,Dun Laoghaire,2 BED,1200,2,2,Yes,D,Yes,567.5
11343,Land Parcel,Ready To Move,Fingal,5 Bedroom,2400,5,1,Yes,G,Yes,1929.5
11344,Extended Coverage,Ready To Move,Fingal,2 BED,1000,2,1,No,A,No,510.75
11345,Constructed Space,Ready To Move,Dun Laoghaire,2 BED,1000,2,0,Yes,A,No,590.2
11346,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1705,3,2,Yes,B,Maybe,565.8357771
11347,Constructed Space,Ready To Move,Fingal,3 BED,1060,2,2,No,D,Yes,624.25
11348,Land Parcel,Ready To Move,South Dublin,4 Bedroom,2325,4,1,No,G,Yes,585.8064516
11349,Extended Coverage,17-Mar,Fingal,3 BED,1347,2,2,No,B,Maybe,463.437268
11350,Land Parcel,Ready To Move,Fingal,8 Bedroom,1200,8,3,No,G,Yes,2364.583333
11351,Extended Coverage,17-Dec,DCC,2 BED,1402,2,2,No,A,No,769.0798859
11352,Extended Coverage,18-Oct,Dun Laoghaire,3 BED,2280,4,2,No,F,Yes,622.2587719
11353,Extended Coverage,Ready To Move,Other,2 BED,1225,2,2,No,E,Yes,658.2995918
11354,Extended Coverage,Ready To Move,Fingal,2 BED,1080,2,1,No,A,No,556.9907407
11355,Constructed Space,18-Apr,Fingal,7 Bedroom,4000,7,,No,A,No,255.375
11356,Extended Coverage,Ready To Move,Fingal,3 BED,1919,3,0,No,F,Yes,1774.361647
11357,Constructed Space,Ready To Move,DCC,2 BED,1100,2,2,No,E,Yes,439.5545455
11358,Extended Coverage,Ready To Move,Dun Laoghaire,4 BED,2500,4,3,No,D,Yes,1021.5
11359,Extended Coverage,22-Jan,Fingal,2 BED,1200,2,2,No,F,Yes,737.75
11360,Extended Coverage,Ready To Move,DCC,3 BED,1565,2,2,No,A,No,419.9859425
11361,Land Parcel,18-Apr,Other,2 Bedroom,1200,3,0,No,A,No,737.75
11362,Extended Coverage,Ready To Move,DCC,3 BED,1581,3,3,No,G,Yes,545.6040481
11363,Extended Coverage,18-Dec,Dun Laoghaire,4 BED,2882,5,1,No,D,Yes,787.647467
11364,Land Parcel,Ready To Move,DCC,5 Bedroom,1440,5,2,Yes,D,Yes,764.5486111
11365,Extended Coverage,Ready To Move,Fingal,3 BED,2180,3,3,No,A,No,1421.353211
11366,Constructed Space,Ready To Move,South Dublin,4 Bedroom,7000,8,,Yes,C,Maybe,729.6428571
11367,Extended Coverage,Ready To Move,South Dublin,2 BED,985,2,1,Yes,F,Yes,448.4690355
11368,Constructed Space,Ready To Move,DCC,2 BED,950,2,2,No,B,Maybe,418.1578947
11369,Extended Coverage,Ready To Move,Fingal,2 BED,1339,2,2,Yes,F,Yes,466.206124
11370,Extended Coverage,Ready To Move,Fingal,3 BED,1449,3,1,Yes,F,Yes,563.9751553
11371,Land Parcel,Ready To Move,Fingal,4 Bedroom,1200,4,2,Yes,E,Yes,1702.5
11372,Extended Coverage,18-May,Fingal,2 BED,1100,2,2,No,E,Yes,399.1072727
11373,Extended Coverage,Ready To Move,South Dublin,2 BED,929 - 1078,2,0,No,G,Yes,
11374,Constructed Space,Ready To Move,South Dublin,3 Bedroom,2700,3,2,Yes,A,No,840.7407407
11375,Extended Coverage,Ready To Move,Fingal,2 BED,1100,2,3,No,F,Yes,567.5
11376,Constructed Space,18-Dec,Dun Laoghaire,2 BED,1140,2,1,No,D,Yes,327.7561404
11377,Land Parcel,Ready To Move,DCC,3 Bedroom,3009,3,2,Yes,C,Maybe,1244.765703
11378,Extended Coverage,Ready To Move,Fingal,8 BED,3300,8,3,No,C,Maybe,1066.212121
11379,Constructed Space,Ready To Move,Fingal,2 BED,800,1,2,Yes,C,Maybe,425.625
11380,Constructed Space,Ready To Move,South Dublin,5 Bedroom,2000,4,0,No,C,Maybe,368.875
11381,Land Parcel,Ready To Move,Other,4 Bedroom,1200,4,1,No,G,Yes,1797.083333
11382,Constructed Space,Ready To Move,Fingal,2 BED,1300,2,3,Yes,B,Maybe,829.4230769
11383,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1220,2,2,No,E,Yes,558.1967213
11384,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,2289,3,2,No,F,Yes,882.6124945
11385,Extended Coverage,18-Jan,Dun Laoghaire,2 BED,1170,2,1,Yes,C,Maybe,543.2478632
11386,Extended Coverage,Ready To Move,Fingal,2 BED,1350,2,2,Yes,A,No,752.462963
11387,Extended Coverage,Ready To Move,South Dublin,2 BED,883,2,1,No,C,Maybe,578.4258211
11388,Constructed Space,Ready To Move,Dun Laoghaire,3 BED,1698,3,2,No,C,Maybe,835.5418139
11389,Extended Coverage,18-May,Fingal,4 BED,2150 - 2225,4,0,Yes,F,Yes,
11390,Extended Coverage,Ready To Move,South Dublin,2 BED,1060,2,1,Yes,E,Yes,626.3915094
11391,Extended Coverage,Ready To Move,South Dublin,2 BED,1185,2,2,Yes,E,Yes,718.3544304
11392,Extended Coverage,20-Dec,South Dublin,3 BED,2051,3,1,Yes,B,Maybe,996.0994637
11393,Extended Coverage,Ready To Move,DCC,2 BED,1404,2,1,No,G,Yes,582.0512821
11394,Extended Coverage,Ready To Move,Fingal,2 BED,1252,2,1,No,D,Yes,607.3881789
11395,Extended Coverage,18-Mar,Fingal,3 BED,1885,3,1,No,G,Yes,752.6525199
11396,Constructed Space,Ready To Move,South Dublin,6 BED,3381,6,3,No,G,Yes,755.3238687
11397,Extended Coverage,Ready To Move,DCC,2 BED,980,2,2,Yes,G,Yes,486.4285714
11398,Extended Coverage,Ready To Move,Fingal,3 BED,2500,3,3,No,C,Maybe,1543.6
11399,Extended Coverage,19-Jan,DCC,3 BED,1420,3,1,No,B,Maybe,527.5352113
11400,Land Parcel,Ready To Move,Fingal,6 Bedroom,1166,6,,Yes,F,Yes,1314.108062
11401,Constructed Space,Ready To Move,Other,3 BED,2312,3,2,No,G,Yes,765.8304498
11402,Extended Coverage,Ready To Move,DCC,4 BED,3000,4,,No,F,Yes,491.8333333
11403,Constructed Space,Ready To Move,Fingal,2 BED,1175,2,1,No,A,No,676.1702128
11404,Extended Coverage,Ready To Move,Fingal,2 BED,1145,2,2,No,C,Maybe,505.5458515
11405,Constructed Space,Ready To Move,DCC,2 BED,970,2,1,Yes,D,Yes,614.3041237
11406,Constructed Space,18-Dec,Dun Laoghaire,2 BED,1125,2,1,No,C,Maybe,327.7875556
11407,Extended Coverage,19-Sep,Dun Laoghaire,3 BED,1520 - 1759,3,0,Yes,F,Yes,
11408,Constructed Space,Ready To Move,Fingal,4 BED,5000,4,,No,D,Yes,681
11409,Constructed Space,Ready To Move,Fingal,3 BED,2150,3,3,No,C,Maybe,1266.976744
11410,Extended Coverage,18-Jul,DCC,3 BED,1635,3,1,Yes,E,Yes,395.6880734
11411,Constructed Space,Ready To Move,DCC,3 Bedroom,3425,3,1,No,E,Yes,1060.437956
11412,Constructed Space,19-Mar,Fingal,4 Bedroom,2950,4,3,No,G,Yes,973.4067797
11413,Extended Coverage,18-Dec,DCC,1 BED,1200,2,1,No,C,Maybe,624.25
11414,Extended Coverage,Ready To Move,South Dublin,3 BED,1335,2,2,No,D,Yes,624.2921348
11415,Extended Coverage,Ready To Move,Dun Laoghaire,4 BED,4450,6,0,Yes,G,Yes,1145.202247
11416,Extended Coverage,Ready To Move,DCC,2 BED,1166,2,1,No,G,Yes,623.7632933
11417,Extended Coverage,Ready To Move,Fingal,3 BED,2390,3,1,Yes,G,Yes,1766.610879
11418,Extended Coverage,Ready To Move,South Dublin,3 BED,1460,2,1,No,F,Yes,699.6575342
11419,Extended Coverage,Ready To Move,Fingal,3 BED,1690,3,3,No,E,Yes,335.7988166
11420,Land Parcel,Ready To Move,Fingal,4 Bedroom,1386,3,2,No,F,Yes,761.5800866
11421,Extended Coverage,Ready To Move,Fingal,2 BED,1090,2,2,No,G,Yes,333.2110092
11422,Extended Coverage,21-Dec,Dun Laoghaire,3 BED,1732,3,1,Yes,B,Maybe,561.7984988
11423,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1390,2,1,No,C,Maybe,587.9136691
11424,Constructed Space,Ready To Move,South Dublin,2 BED,1095,2,1,No,E,Yes,885.2995434
11425,Extended Coverage,19-Dec,DCC,1 BED,416,1,1,Yes,G,Yes,469.0048077
11426,Extended Coverage,Ready To Move,Fingal,3 BED,2400,2,3,No,A,No,236.4583333
11427,Constructed Space,Ready To Move,Dun Laoghaire,3 BED,1350,2,3,No,C,Maybe,714.6296296
11428,Constructed Space,Ready To Move,Fingal,3 BED,1453,2,2,No,E,Yes,570.2339986
11429,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1226,2,1,No,G,Yes,601.7536705
11430,Land Parcel,Ready To Move,South Dublin,4 Bedroom,784,2,2,Yes,A,No,2388.711735
11431,Extended Coverage,Ready To Move,DCC,3 BED,1168,2,1,Yes,C,Maybe,660.7876712
11432,Extended Coverage,19-Dec,South Dublin,3 BED,1776,3,2,No,D,Yes,792.454955
11433,Constructed Space,Ready To Move,Dun Laoghaire,3 BED,1634,3,2,No,E,Yes,472.3378213
11434,Land Parcel,Ready To Move,DCC,2 Bedroom,860,2,0,No,E,Yes,739.0697674
11435,Land Parcel,Ready To Move,Fingal,3 Bedroom,2800,3,1,No,D,Yes,1621.428571
11436,Extended Coverage,Ready To Move,South Dublin,3 BED,1650,3,2,No,E,Yes,653.4848485
11437,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1190,2,1,Yes,B,Maybe,667.6470588
11438,Extended Coverage,18-Aug,DCC,2 BED,1133,2,1,No,E,Yes,340.4995587
11439,Extended Coverage,Ready To Move,Fingal,3 BED,1559,3,2,Yes,C,Maybe,451.3790892
11440,Land Parcel,Ready To Move,South Dublin,3 Bedroom,1448,4,0,No,G,Yes,924.9309392
11441,Extended Coverage,Ready To Move,Fingal,4 BED,6652,6,1,No,C,Maybe,870.1894167
11442,Extended Coverage,Ready To Move,South Dublin,2 BED,976,2,1,No,B,Maybe,581.454918
11443,Land Parcel,Ready To Move,Fingal,4 Bedroom,1350,4,3,No,A,No,2017.777778
11444,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1590,2,2,No,G,Yes,385.4716981
11445,Extended Coverage,19-Dec,South Dublin,4 BED,2940,6,2,Yes,B,Maybe,775.9693878
11446,Constructed Space,Ready To Move,Dun Laoghaire,3 BED,1633,3,2,No,C,Maybe,764.5437844
11447,Extended Coverage,18-Aug,DCC,2 BED,1151,2,2,Yes,B,Maybe,453.6055604
11448,Extended Coverage,Ready To Move,South Dublin,3 BED,1400,2,2,No,F,Yes,340.5
11449,Extended Coverage,17-Apr,Dun Laoghaire,2 BED,1037,2,1,Yes,A,No,394.021215
11450,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1188,2,1,No,E,Yes,343.9393939
11451,Extended Coverage,Ready To Move,Fingal,2 BED,1060,2,1,No,F,Yes,556.7924528
11452,Extended Coverage,Ready To Move,DCC,3 BED,2215,4,2,Yes,B,Maybe,830.1128668
11453,Extended Coverage,Ready To Move,DCC,2 BED,1255,2,2,No,D,Yes,492.8884462
11454,Land Parcel,Ready To Move,Fingal,3 Bedroom,2500,2,1,No,E,Yes,1362
11455,Extended Coverage,Ready To Move,DCC,2 BED,1075,2,1,No,G,Yes,566.972093
11456,Extended Coverage,17-Apr,DCC,4 BED,2569,5,3,No,E,Yes,795.2510705
11457,Extended Coverage,18-Dec,South Dublin,2 BED,900,2,1,Yes,A,No,340.5
11458,Extended Coverage,18-Aug,Fingal,2 BED,1183,2,1,No,C,Maybe,763.1267963
11459,Extended Coverage,Ready To Move,DCC,2 BED,1100,2,2,No,B,Maybe,454
11460,Extended Coverage,Ready To Move,South Dublin,3 BED,1643,2,2,Yes,E,Yes,483.5666464
11461,Extended Coverage,Ready To Move,Fingal,3 BED,1500,2,2,No,E,Yes,908
11462,Extended Coverage,Ready To Move,DCC,2 BED,1291,2,1,No,F,Yes,659.3725794
11463,Land Parcel,17-Oct,DCC,3 Bedroom,1150,3,2,No,F,Yes,789.5652174
11464,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1060,2,1,Yes,B,Maybe,588.9150943
11465,Extended Coverage,Ready To Move,Fingal,3 BED,1575,2,2,No,C,Maybe,792.6984127
11466,Land Parcel,Ready To Move,Fingal,5 Bedroom,1200,4,1,No,G,Yes,1513.333333
11467,Constructed Space,Ready To Move,Fingal,4 Bedroom,1700,3,2,No,A,No,367.2058824
11468,Extended Coverage,Ready To Move,Fingal,2 BED,1236,2,1,Yes,D,Yes,532.605178
11469,Constructed Space,Ready To Move,DCC,3 BED,1350,2,2,No,C,Maybe,327.8888889
11470,Extended Coverage,Ready To Move,DCC,3 BED,2475,4,3,No,E,Yes,1494.989899
11471,Constructed Space,Ready To Move,South Dublin,6 Bedroom,3800,6,,No,F,Yes,522.6973684
11472,Constructed Space,Ready To Move,Fingal,4 BED,4694,5,,No,F,Yes,906.7426502
11473,Constructed Space,18-Dec,Dun Laoghaire,2 BED,1200,2,1,No,D,Yes,327.825
11474,Land Parcel,Ready To Move,DCC,4 Bedroom,1200,4,1,Yes,C,Maybe,709.375
11475,Constructed Space,Ready To Move,DCC,2 BED,1225,2,2,No,E,Yes,518.8571429
11476,Extended Coverage,18-Apr,Dun Laoghaire,2 BED,1056,2,1,Yes,D,Yes,806.1079545
11477,Extended Coverage,18-Jun,Fingal,3 BED,1240,2,2,No,E,Yes,392.2153226
11478,Extended Coverage,17-Oct,DCC,3 BED,1200,3,2,No,B,Maybe,704.835
11479,Extended Coverage,18-Dec,Fingal,3 BED,1850,3,2,No,F,Yes,674.8648649
11480,Extended Coverage,Ready To Move,Fingal,4 BED,3150,4,3,Yes,D,Yes,648.5714286
11481,Constructed Space,Ready To Move,South Dublin,1 Bedroom,1200,1,0,No,G,Yes,376.6308333
11482,Land Parcel,Ready To Move,Fingal,4 Bedroom,1018,4,1,No,A,No,1672.396857
11483,Constructed Space,Ready To Move,Fingal,5 Bedroom,3520,6,1,Yes,C,Maybe,1483.238636
11484,Extended Coverage,18-Jul,Fingal,3 BED,1185,2,2,No,A,No,289.4489451
11485,Extended Coverage,Ready To Move,DCC,2 BED,918,2,2,No,D,Yes,692.3747277
11486,Extended Coverage,Ready To Move,Fingal,3 BED,1330,2,2,No,F,Yes,580.3007519
11487,Constructed Space,Ready To Move,South Dublin,3 BED,1540,2,3,No,G,Yes,515.9090909
11488,Extended Coverage,Ready To Move,Fingal,2 BED,1200,2,2,No,F,Yes,756.6666667
11489,Extended Coverage,18-Dec,Other,2 BED,927,2,2,Yes,G,Yes,453.0204962
11490,Constructed Space,19-Jun,DCC,4 Bedroom,2580 - 2591,4,0,No,E,Yes,
11491,Extended Coverage,Ready To Move,Fingal,3 BED,1400,2,2,Yes,C,Maybe,632.3571429
11492,Extended Coverage,Ready To Move,DCC,2 BED,1345,2,2,Yes,F,Yes,894.4981413
11493,Constructed Space,Ready To Move,South Dublin,4 Bedroom,1900,3,1,Yes,F,Yes,2389.473684
11494,Extended Coverage,Ready To Move,DCC,2 BED,1510,2,3,No,C,Maybe,601.3245033
11495,Extended Coverage,Ready To Move,DCC,2 BED,302,2,1,No,F,Yes,939.5695364
11496,Extended Coverage,21-Dec,Dun Laoghaire,1 BED,525,,,Yes,D,Yes,583.7142857
11497,Land Parcel,18-Aug,South Dublin,3 Bedroom,1500,3,1,No,F,Yes,465.5013333
11498,Extended Coverage,19-Dec,Dun Laoghaire,1 BED,629 - 1026,1,0,No,F,Yes,
11499,Extended Coverage,Ready To Move,Fingal,3 BED,1100,2,2,Yes,C,Maybe,742.9090909
11500,Constructed Space,Ready To Move,Fingal,3 Bedroom,1200,3,1,No,B,Maybe,643.1666667
11501,Extended Coverage,21-Dec,Dun Laoghaire,3 BED,1100,3,2,Yes,A,No,546.8636364
11502,Usable Interior,19-Jun,DCC,4 BED,2282,4,0,No,B,Maybe,571.9763365
11503,Constructed Space,Ready To Move,Fingal,2 BED,760,2,1,No,B,Maybe,559.8828947
11504,Land Parcel,Ready To Move,DCC,3 Bedroom,2172,3,0,No,C,Maybe,522.5598527
11505,Extended Coverage,Ready To Move,Fingal,6 BED,3800,6,,Yes,A,No,1164.868421
11506,Land Parcel,Ready To Move,Fingal,4 Bedroom,600,2,1,Yes,C,Maybe,1362
11507,Extended Coverage,Ready To Move,DCC,3 BED,3300,3,2,No,F,Yes,567.5
11508,Extended Coverage,19-Mar,South Dublin,3 BED,1242,3,1,Yes,B,Maybe,466.0628019
11509,Land Parcel,Ready To Move,Fingal,1 Bedroom,410,1,1,No,A,No,1328.780488
11510,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1245,2,2,No,E,Yes,397.2955823
11511,Constructed Space,Ready To Move,Fingal,2 BED,1088,2,2,No,C,Maybe,459.0073529
11512,Constructed Space,Ready To Move,Fingal,2 BED,1200,2,0,No,B,Maybe,435.0833333
11513,Land Parcel,Ready To Move,DCC,3 Bedroom,1995,3,1,Yes,D,Yes,568.9223058
11514,Extended Coverage,Ready To Move,Fingal,2 BED,1309,2,1,No,D,Yes,711.0007639
11515,Extended Coverage,Ready To Move,South Dublin,3 BED,1717,3,2,No,C,Maybe,1322.073384
11516,Extended Coverage,Ready To Move,Fingal,3 BED,2100,3,2,No,G,Yes,1080.952381
11517,Land Parcel,Ready To Move,Other,2 Bedroom,880,1,0,Yes,G,Yes,1160.795455
11518,Land Parcel,Ready To Move,South Dublin,6 Bedroom,1200,6,1,No,B,Maybe,898.5416667
11519,Extended Coverage,18-Aug,Fingal,3 BED,1250,3,2,No,D,Yes,381.36
11520,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,3520,5,2,No,D,Yes,773.8636364
11521,Extended Coverage,Ready To Move,Fingal,2 BED,1041,2,2,Yes,B,Maybe,588.7608069
11522,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1505,2,2,Yes,D,Yes,452.4916944
11523,Extended Coverage,18-Jul,South Dublin,3 BED,1776,3,2,No,C,Maybe,958.6148649
11524,Extended Coverage,Ready To Move,DCC,3 BED,1767,3,2,No,A,No,571.6751556
11525,Extended Coverage,Ready To Move,Fingal,2 BED,1293,2,2,No,A,No,702.2428461
11526,Extended Coverage,Ready To Move,DCC,2 BED,1320,2,1,No,C,Maybe,429.9242424
11527,Constructed Space,Ready To Move,Fingal,2 BED,1280,2,2,Yes,F,Yes,607.225
11528,Extended Coverage,19-Mar,Dun Laoghaire,2 BED,1245,2,1,No,G,Yes,757.1220884
11529,Extended Coverage,Ready To Move,Fingal,2 BED,1027,1,2,No,G,Yes,486.2706913
11530,Constructed Space,Ready To Move,South Dublin,2 BED,1200,2,,No,F,Yes,436.6908333
11531,Extended Coverage,21-Dec,Dun Laoghaire,3 BED,1100,3,2,Yes,B,Maybe,598.4545455
11532,Land Parcel,Ready To Move,Fingal,3 Bedroom,1065,3,1,Yes,C,Maybe,767.3239437
11533,Extended Coverage,21-Dec,South Dublin,3 BED,1814,3,1,No,E,Yes,807.1389195
11534,Extended Coverage,Ready To Move,DCC,3 BED,1610,2,1,No,C,Maybe,789.5652174
11535,Constructed Space,Ready To Move,Fingal,1 Bedroom,850,1,1,No,D,Yes,1041.529412
11536,Extended Coverage,18-Jul,DCC,3 BED,1600,3,3,Yes,F,Yes,560.40625
11537,Extended Coverage,Ready To Move,Other,3 BED,3200,4,2,No,G,Yes,496.5625
11538,Constructed Space,Ready To Move,Fingal,3 BED,1250,2,1,Yes,D,Yes,700.34
11539,Extended Coverage,Ready To Move,Fingal,2 BED,1243,2,2,Yes,A,No,420.0321802
11540,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1452,3,3,Yes,B,Maybe,476.6687328
11541,Extended Coverage,Ready To Move,Fingal,3 BED,1475,3,3,No,B,Maybe,577.1186441
11542,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1353,2,3,No,F,Yes,629.1574279
11543,Usable Interior,Ready To Move,Fingal,4 Bedroom,2100,3,0,No,G,Yes,1135
11544,Extended Coverage,21-Aug,DCC,3 BED,1750,3,2,Yes,B,Maybe,376.1714286
11545,Land Parcel,Ready To Move,Dun Laoghaire,4 Bedroom,4800,4,3,Yes,B,Maybe,1300.520833
11546,Constructed Space,Ready To Move,Fingal,2 BED,1270,2,1,Yes,B,Maybe,857.9527559
11547,Constructed Space,Ready To Move,South Dublin,4 Bedroom,2700,3,0,No,C,Maybe,315.2777778
11548,Land Parcel,Ready To Move,DCC,4 Bedroom,1200,4,2,No,B,Maybe,2553.75
11549,Constructed Space,19-May,Dun Laoghaire,4 BED,2695,4,3,Yes,G,Yes,791.7625232
11550,Extended Coverage,Ready To Move,Fingal,3 BED,1330,3,2,No,G,Yes,554.6992481
11551,Constructed Space,Ready To Move,Dun Laoghaire,2 BED,660,1,0,Yes,B,Maybe,309.5454545
11552,Extended Coverage,Ready To Move,South Dublin,2 BED,1400,2,3,No,G,Yes,729.6428571
11553,Constructed Space,Ready To Move,South Dublin,4 BED,4000,5,1,No,F,Yes,553.3125
11554,Extended Coverage,Ready To Move,Dun Laoghaire,3 BED,1700,3,2,Yes,G,Yes,500.7352941
11555,Constructed Space,Ready To Move,DCC,2 BED,1585,2,2,No,C,Maybe,644.4794953
11556,Extended Coverage,Ready To Move,DCC,3 BED,1385,3,3,Yes,A,No,549.0613718
11557,Extended Coverage,18-Jul,Dun Laoghaire,2 BED,1128,2,1,No,C,Maybe,674.1578014
11558,Land Parcel,19-Oct,Dun Laoghaire,4 Bedroom,60,4,2,Yes,E,Yes,41238.33333
11559,Land Parcel,18-Apr,Other,18 Bedroom,1200,18,,No,A,No,1891.666667
11560,Extended Coverage,Ready To Move,DCC,2 BED,1203,2,2,Yes,F,Yes,566.084788
11561,Extended Coverage,Ready To Move,South Dublin,2 BED,905,2,1,Yes,A,No,438.9502762
11562,Extended Coverage,19-Mar,Fingal,3 BED,1450,3,2,Yes,G,Yes,618.3793103
11563,Extended Coverage,Ready To Move,DCC,2 BED,1105,2,3,No,G,Yes,390.3167421
11564,Land Parcel,18-Apr,Fingal,2 Bedroom,1200,2,1,No,B,Maybe,436.3125
11565,Extended Coverage,Ready To Move,DCC,3 BED,1530,2,3,No,A,No,660.2287582
11566,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1105,2,1,Yes,E,Yes,363.6108597
11567,Extended Coverage,18-Jul,South Dublin,2 BED,1333,2,1,No,F,Yes,668.9092273
11568,Constructed Space,17-Sep,Fingal,2 BED,1065,2,2,No,E,Yes,479.5774648
11569,Land Parcel,Immediate Possession,DCC,,1350,,,No,C,Maybe,70.95851852
11570,Extended Coverage,Ready To Move,Fingal,2 BED,1243,2,2,No,G,Yes,420.0321802
11571,Extended Coverage,18-Dec,DCC,3 BED,1530,3,2,No,G,Yes,566.3130719
11572,Land Parcel,Ready To Move,South Dublin,2 Bedroom,1200,2,1,No,C,Maybe,614.7916667
11573,Extended Coverage,Ready To Move,Dun Laoghaire,2 BED,1270,2,1,No,G,Yes,840.0787402
11574,Extended Coverage,Ready To Move,DCC,3 BED,1830,3,3,No,C,Maybe,551.9945355
11575,Extended Coverage,Ready To Move,Fingal,2 BED,900,2,3,No,G,Yes,441.3888889
